schema_version,experiment_type,scheduler,model_id,chunk_tokens,sequence_length,weight_bytes,vram_ceiling_bytes,prefill_max_gemm_us,prefill_workspace_bytes,prefill_parked_activation_bytes,decode_max_gemv_us,attention_fetch_compute_us,reduction_overhead_us,pcie_exposed_us,survival_vram_bytes,decode_runway_bytes,decode_runway_tokens,ttft_ms,tpot_ms_vram,tpot_ms_pcie_async,trace_sha256,status,sm_ai_partitions_profiled,trace_sm_ran_tiers,trace_interval_count,trace_intervals_with_ai_budget,prefill_max_gemm_us_sm8,prefill_max_gemm_us_sm16,prefill_max_gemm_us_sm24,prefill_max_gemm_us_sm32,prefill_workspace_bytes_sm8,prefill_workspace_bytes_sm16,prefill_workspace_bytes_sm24,prefill_workspace_bytes_sm32,prefill_parked_activation_bytes_sm8,prefill_parked_activation_bytes_sm16,prefill_parked_activation_bytes_sm24,prefill_parked_activation_bytes_sm32,decode_max_gemv_us_vram_sm8,decode_max_gemv_us_vram_sm16,decode_max_gemv_us_vram_sm24,decode_max_gemv_us_vram_sm32,decode_max_gemv_us_pcie_async_sm8,decode_max_gemv_us_pcie_async_sm16,decode_max_gemv_us_pcie_async_sm24,decode_max_gemv_us_pcie_async_sm32,attention_fetch_compute_us_vram_sm8,attention_fetch_compute_us_vram_sm16,attention_fetch_compute_us_vram_sm24,attention_fetch_compute_us_vram_sm32,attention_fetch_compute_us_pcie_async_sm8,attention_fetch_compute_us_pcie_async_sm16,attention_fetch_compute_us_pcie_async_sm24,attention_fetch_compute_us_pcie_async_sm32,reduction_overhead_us_vram_sm8,reduction_overhead_us_vram_sm16,reduction_overhead_us_vram_sm24,reduction_overhead_us_vram_sm32,reduction_overhead_us_pcie_async_sm8,reduction_overhead_us_pcie_async_sm16,reduction_overhead_us_pcie_async_sm24,reduction_overhead_us_pcie_async_sm32,decode_workspace_bytes_vram_sm8,decode_workspace_bytes_vram_sm16,decode_workspace_bytes_vram_sm24,decode_workspace_bytes_vram_sm32,decode_workspace_bytes_pcie_async_sm8,decode_workspace_bytes_pcie_async_sm16,decode_workspace_bytes_pcie_async_sm24,decode_workspace_bytes_pcie_async_sm32,decode_parked_activation_bytes_vram_sm8,decode_parked_activation_bytes_vram_sm16,decode_parked_activation_bytes_vram_sm24,decode_parked_activation_bytes_vram_sm32,decode_parked_activation_bytes_pcie_async_sm8,decode_parked_activation_bytes_pcie_async_sm16,decode_parked_activation_bytes_pcie_async_sm24,decode_parked_activation_bytes_pcie_async_sm32,prefill_telemetry_tier,prefill_telemetry_provider,prefill_telemetry_status,prefill_nvml_available,prefill_gpu_util,prefill_gpu_mem_used_mb,prefill_sm_clock_mhz,prefill_mem_clock_mhz,prefill_power_w,prefill_pt_step_ms,prefill_pt_mem_alloc_mb,prefill_pt_mem_reserved_mb,prefill_pt_workspace_mb,prefill_acu_pct,prefill_gbu_pct,prefill_smu_pct,prefill_microscopic_telemetry_status,prefill_microscopic_error,decode_vram_telemetry_tier,decode_vram_telemetry_provider,decode_vram_telemetry_status,decode_vram_nvml_available,decode_vram_gpu_util,decode_vram_gpu_mem_used_mb,decode_vram_sm_clock_mhz,decode_vram_mem_clock_mhz,decode_vram_power_w,decode_vram_pt_step_ms,decode_vram_pt_mem_alloc_mb,decode_vram_pt_mem_reserved_mb,decode_vram_pt_workspace_mb,decode_vram_acu_pct,decode_vram_gbu_pct,decode_vram_smu_pct,decode_vram_microscopic_telemetry_status,decode_vram_microscopic_error,decode_pcie_async_telemetry_tier,decode_pcie_async_telemetry_provider,decode_pcie_async_telemetry_status,decode_pcie_async_nvml_available,decode_pcie_async_gpu_util,decode_pcie_async_gpu_mem_used_mb,decode_pcie_async_sm_clock_mhz,decode_pcie_async_mem_clock_mhz,decode_pcie_async_power_w,decode_pcie_async_pt_step_ms,decode_pcie_async_pt_mem_alloc_mb,decode_pcie_async_pt_mem_reserved_mb,decode_pcie_async_pt_workspace_mb,decode_pcie_async_acu_pct,decode_pcie_async_gbu_pct,decode_pcie_async_smu_pct,decode_pcie_async_microscopic_telemetry_status,decode_pcie_async_microscopic_error,pcie_telemetry_tier,pcie_telemetry_provider,pcie_telemetry_status,pcie_nvml_available,pcie_gpu_util,pcie_gpu_mem_used_mb,pcie_sm_clock_mhz,pcie_mem_clock_mhz,pcie_power_w,pcie_pt_step_ms,pcie_pt_mem_alloc_mb,pcie_pt_mem_reserved_mb,pcie_pt_workspace_mb,pcie_acu_pct,pcie_gbu_pct,pcie_smu_pct,pcie_microscopic_telemetry_status,pcie_microscopic_error,pcie_effective_gbps,pcie_overlap_status
ran_dgxspark_v1,ran-dgxspark-v1,envelope_v1,facebook/opt-2.7b,64,1024,5303193600,15170115993,540.6720042228699,1572864,1310720,700.4160284996033,606.1311960220337,84.6335992217064,1287.5835001468658,9864038809,9845809561,30047,1660.9443969726562,36.77470779418945,698.3888397216797,dfd15436012d53c39763689b0997a2491665034328d6e36a5856c6570bae3606,success,8|16|24|32,8|16|24|32|40|48,28378,24205,132.09599256515503,132.09599256515503,133.12000036239624,135.16800105571747,1572864,1572864,1572864,1572864,1310720,1310720,1310720,1310720,155.58399260044098,156.67200088500977,323.71199131011963,166.9120043516159,176.12800002098083,162.81600296497345,169.98399794101715,175.10400712490082,131.69919848442078,126.13759934902193,167.91679859161377,128.0448004603386,131.12320005893707,130.45760244131088,148.63359928131104,151.53279900550842,20.735999941825867,20.03199942409992,25.58080032467842,19.69279982149601,20.256000012159348,20.29439955949784,21.52319997549057,21.1583998054266,136192,136192,136192,136192,136192,136192,136192,136192,5120,5120,5120,5120,5120,5120,5120,5120,baseline_nvml_pt,nvidia-smi,ok,True,0.25,39.0,1695.0,7901.0,60.675,0.1331199966371059,163.4189453125,163.4189453125,1.5,82.49560919305921,59.87550866991512,73.73393902754256,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,3.5,39.0,1695.0,7601.0,61.09,0.2007199972867965,169.203125,169.203125,0.1298828125,68.12443112941907,67.5133063630953,67.51172208216315,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,1.5,39.0,1695.0,7601.0,61.227500000000006,0.1853839978575706,169.203125,169.203125,0.1298828125,66.17872721894689,74.01679830205846,64.20140505960458,estimated,,baseline_nvml_pt,nvidia-smi,partial,True,1.0,39.0,1695.0,7601.0,59.55,,,,,65.0,65.0,65.0,estimated,,0.3375905775649764,measured
ran_dgxspark_v1,ran-dgxspark-v1,envelope_v1,facebook/opt-2.7b,64,2048,5303193600,15170115993,540.6720042228699,1572864,1310720,638.8480067253113,502.2975981235504,82.43199884891507,1287.5835001468658,9864038809,9845678489,30046,1660.9443969726562,34.09080457687378,1353.8280448913574,dfd15436012d53c39763689b0997a2491665034328d6e36a5856c6570bae3606,success,8|16|24|32,8|16|24|32|40|48,28378,24205,132.09599256515503,132.09599256515503,133.12000036239624,135.16800105571747,1572864,1572864,1572864,1572864,1310720,1310720,1310720,1310720,212.9919975996017,171.00800573825836,167.93599724769592,153.60000729560852,211.96800470352173,274.4320034980774,297.9840040206909,159.71200168132782,134.15039628744125,123.2703983783722,128.64639908075333,123.9296019077301,131.0719981789589,129.04320061206818,131.6863939166069,125.5743995308876,21.900799870491028,19.58399973809719,20.24959959089756,19.807999953627583,21.913599967956543,20.68479955196381,20.28799951076508,20.60799971222877,267264,267264,267264,267264,267264,267264,267264,267264,5120,5120,5120,5120,5120,5120,5120,5120,baseline_nvml_pt,nvidia-smi,ok,True,0.25,39.0,1695.0,7901.0,60.675,0.1331199966371059,163.4189453125,163.4189453125,1.5,82.49560919305921,59.87550866991512,73.73393902754256,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,0.0,39.0,1695.0,7701.0,62.0625,0.1763840019702911,178.453125,178.453125,0.2548828125,69.78986026928996,71.98104818055569,70.13562944288421,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,0.0,39.0,1695.0,7601.0,61.89,0.2360240034759044,178.453125,178.453125,0.2548828125,64.68456561473647,80.96351762288184,65.77234176600763,estimated,,baseline_nvml_pt,nvidia-smi,partial,True,1.0,39.0,1695.0,7601.0,59.55,,,,,65.0,65.0,65.0,estimated,,0.3375905775649764,measured
ran_dgxspark_v1,ran-dgxspark-v1,envelope_v1,facebook/opt-2.7b,64,4096,5303193600,15170115993,540.6720042228699,1572864,1310720,12533.760070800785,669.2864060401917,86.86079978942871,1287.5835001468658,9864038809,9845416345,30045,1660.9443969726562,35.610419273376465,3244.640669345856,dfd15436012d53c39763689b0997a2491665034328d6e36a5856c6570bae3606,success,8|16|24|32,8|16|24|32|40|48,28378,24205,132.09599256515503,132.09599256515503,133.12000036239624,135.16800105571747,1572864,1572864,1572864,1572864,1310720,1310720,1310720,1310720,153.6639928817749,159.743994474411,161.79199516773224,158.720001578331,150.33599734306335,147.45600521564484,152.5759994983673,3133.440017700196,146.84159755706787,143.36000084877014,140.49279987812042,141.03679955005646,136.19199991226196,136.8063986301422,135.78239977359772,167.3216015100479,21.28639966249466,20.46079970896244,21.91999964416027,19.468799233436584,20.057599619030952,19.660799205303192,19.251199811697006,21.715199947357178,529408,529408,529408,529408,529408,529408,529408,529408,5120,5120,5120,5120,5120,5120,5120,5120,baseline_nvml_pt,nvidia-smi,ok,True,0.25,39.0,1695.0,7901.0,60.675,0.1331199966371059,163.4189453125,163.4189453125,1.5,82.49560919305921,59.87550866991512,73.73393902754256,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,3.5,39.0,1695.0,7701.0,62.09499999999999,0.1610239967703819,198.703125,198.703125,0.5048828125,71.45528940916086,76.4487899980161,72.75953680360526,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,1.75,39.0,1695.0,7701.0,62.24,0.8959520049393179,198.703125,198.703125,0.5048828125,63.190404010526045,87.9102369437052,67.34327847241067,estimated,,baseline_nvml_pt,nvidia-smi,partial,True,1.0,39.0,1695.0,7601.0,59.55,,,,,65.0,65.0,65.0,estimated,,0.3375905775649764,measured
ran_dgxspark_v1,ran-dgxspark-v1,envelope_v1,facebook/opt-2.7b,64,8192,5303193600,15170115993,540.6720042228699,1572864,1310720,729.088008403778,811.0080122947693,88.47360014915466,1287.5835001468658,9864038809,9844892057,30044,1660.9443969726562,34.96427631378174,5316.134094238281,dfd15436012d53c39763689b0997a2491665034328d6e36a5856c6570bae3606,success,8|16|24|32,8|16|24|32|40|48,28378,24205,132.09599256515503,132.09599256515503,133.12000036239624,135.16800105571747,1572864,1572864,1572864,1572864,1310720,1310720,1310720,1310720,198.65599274635315,174.0799993276596,146.4959979057312,147.45600521564484,749.567985534668,151.5520066022873,145.4080045223236,182.2720021009445,235.3152006864548,193.5487985610962,191.4880007505417,188.416001200676,304.1152000427246,188.40960264205933,189.0303999185562,202.75200307369232,23.974400013685223,21.267200261354446,20.92159986495972,19.48159970343113,28.26239950954914,19.251199811697006,19.283199682831764,22.118400037288666,1053696,1053696,1053696,1053696,1053696,1053696,1053696,1053696,5120,5120,5120,5120,5120,5120,5120,5120,baseline_nvml_pt,nvidia-smi,ok,True,0.25,39.0,1695.0,7901.0,60.675,0.1331199966371059,163.4189453125,163.4189453125,1.5,82.49560919305921,59.87550866991512,73.73393902754256,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,0.0,39.0,1695.0,7601.0,61.9425,0.2432000003755092,239.203125,239.203125,1.0048828125,73.12071854903176,80.91653181547649,75.3834441643263,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,2.75,39.0,1695.0,7701.0,62.105,0.3450879976153373,239.203125,239.203125,1.0048828125,61.69624240631564,94.8569562645286,68.91421517881372,estimated,,baseline_nvml_pt,nvidia-smi,partial,True,1.0,39.0,1695.0,7601.0,59.55,,,,,65.0,65.0,65.0,estimated,,0.3375905775649764,measured
ran_dgxspark_v1,ran-dgxspark-v1,envelope_v1,facebook/opt-2.7b,128,1024,5303193600,15170115993,782.2080254554749,3538944,2621440,618.4960007667542,511.0527992248535,82.73919820785522,296.517938375473,9860762009,9824838041,29983,1201.4715270996094,33.796916007995605,110.34530258178712,dfd15436012d53c39763689b0997a2491665034328d6e36a5856c6570bae3606,success,8|16|24|32,8|16|24|32|40|48,28378,24205,197.6319998502732,193.53599846363068,191.55199825763705,195.5520063638687,3538944,3538944,3538944,3538944,2621440,2621440,2621440,2621440,163.83999586105347,612.3520135879517,154.62400019168854,151.5520066022873,3417.088031768799,186.4639967679977,312.3199939727783,154.62400019168854,137.20319867134094,127.59039998054504,124.7296005487442,126.15679949522018,144.20480132102966,164.4544005393982,140.49279689788818,127.76319980621338,20.51199972629547,21.055999770760536,20.281599834561348,20.68479955196381,21.881599724292755,24.14720021188259,22.32320010662079,20.639999955892563,136192,136192,136192,136192,136192,136192,136192,136192,5120,5120,5120,5120,5120,5120,5120,5120,baseline_nvml_pt,nvidia-smi,ok,True,0.0,39.0,1695.0,7601.0,60.86,0.1945680007338523,167.5439453125,167.5439453125,3.375,87.45701149132402,56.3256782265535,77.31191870339008,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,2.25,39.0,1695.0,7601.0,61.2925,0.2705920040607452,169.203125,169.203125,0.1298828125,68.47693112941906,67.14455636309529,67.51172208216316,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,2.0,39.0,1695.0,7701.0,61.435,1.0199040062725544,169.203125,169.203125,0.1298828125,66.17872721894689,73.60429830205845,64.20140505960458,estimated,,baseline_nvml_pt,nvidia-smi,partial,True,0.0,39.0,1695.0,7601.0,62.35,,,,,65.0,65.0,65.0,estimated,,3.0209162727524177,measured
ran_dgxspark_v1,ran-dgxspark-v1,envelope_v1,facebook/opt-2.7b,128,2048,5303193600,15170115993,782.2080254554749,3538944,2621440,1568.6399936676023,920.8063960075378,108.90240222215652,296.517938375473,9860762009,9824706969,29982,1201.4715270996094,34.26037788391113,235.34957456588745,dfd15436012d53c39763689b0997a2491665034328d6e36a5856c6570bae3606,success,8|16|24|32,8|16|24|32|40|48,28378,24205,197.6319998502732,193.53599846363068,191.55199825763705,195.5520063638687,3538944,3538944,3538944,3538944,2621440,2621440,2621440,2621440,159.743994474411,239.6160066127777,6115.327835083008,152.5759994983673,172.03199863433838,166.9120043516159,176.12800002098083,392.15999841690063,130.04799634218216,142.13119745254517,134.71360057592392,133.7216004729271,135.5776011943817,127.41760015487672,126.79679840803146,230.2015990018845,20.153599604964256,21.913599967956543,20.67839987576008,21.459199860692024,22.32320010662079,20.24959996342659,20.499200001358982,27.22560055553913,267264,267264,267264,267264,267264,267264,267264,267264,5120,5120,5120,5120,5120,5120,5120,5120,baseline_nvml_pt,nvidia-smi,ok,True,0.0,39.0,1695.0,7601.0,60.86,0.1945680007338523,167.5439453125,167.5439453125,3.375,87.45701149132402,56.3256782265535,77.31191870339008,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,1.0,39.0,1695.0,7601.0,61.6825,1.666815958917141,178.453125,178.453125,0.2548828125,70.37736026928995,72.10396484722236,70.37229610955087,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,0.0,39.0,1695.0,7601.0,61.7025,0.2618719972670078,178.453125,178.453125,0.2548828125,64.68456561473647,81.37601762288185,65.9940084326743,estimated,,baseline_nvml_pt,nvidia-smi,partial,True,0.0,39.0,1695.0,7601.0,62.35,,,,,65.0,65.0,65.0,estimated,,3.0209162727524177,measured
ran_dgxspark_v1,ran-dgxspark-v1,envelope_v1,facebook/opt-2.7b,128,4096,5303193600,15170115993,782.2080254554749,3538944,2621440,655.3599834442139,579.8399925231934,80.28159737586975,296.517938375473,9860762009,9824444825,29981,1201.4715270996094,36.73825216293335,339.50099325180054,dfd15436012d53c39763689b0997a2491665034328d6e36a5856c6570bae3606,success,8|16|24|32,8|16|24|32|40|48,28378,24205,197.6319998502732,193.53599846363068,191.55199825763705,195.5520063638687,3538944,3538944,3538944,3538944,2621440,2621440,2621440,2621440,153.60000729560852,148.47999811172485,152.5759994983673,163.83999586105347,171.00800573825836,161.79199516773224,199.6800005435944,160.76800227165222,143.9743995666504,138.24639916419983,141.09439849853516,144.95999813079834,159.29600298404694,139.00800049304962,155.03359735012054,136.99199855327606,20.9087997674942,20.67199945449829,20.06399966776371,20.07039934396744,21.555199846625328,20.031999796628952,20.49919962882996,19.231999665498734,529408,529408,529408,529408,529408,529408,529408,529408,5120,5120,5120,5120,5120,5120,5120,5120,baseline_nvml_pt,nvidia-smi,ok,True,0.0,39.0,1695.0,7601.0,60.86,0.1945680007338523,167.5439453125,167.5439453125,3.375,87.45701149132402,56.3256782265535,77.31191870339008,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,0.25,39.0,1695.0,7601.0,62.1925,0.1558879986405372,198.703125,198.703125,0.5048828125,72.27778940916086,77.06337333134941,73.23287013693859,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,2.75,39.0,1695.0,7601.0,62.195,0.1845359988510608,198.703125,198.703125,0.5048828125,63.190404010526045,89.14773694370521,67.786611805744,estimated,,baseline_nvml_pt,nvidia-smi,partial,True,0.0,39.0,1695.0,7601.0,62.35,,,,,65.0,65.0,65.0,estimated,,3.0209162727524177,measured
ran_dgxspark_v1,ran-dgxspark-v1,envelope_v1,facebook/opt-2.7b,128,8192,5303193600,15170115993,782.2080254554749,3538944,2621440,626.6880035400391,765.9520030021667,81.81759864091873,296.517938375473,9860762009,9823920537,29980,1201.4715270996094,35.652607917785645,644.0270614624023,dfd15436012d53c39763689b0997a2491665034328d6e36a5856c6570bae3606,success,8|16|24|32,8|16|24|32|40|48,28378,24205,197.6319998502732,193.53599846363068,191.55199825763705,195.5520063638687,3538944,3538944,3538944,3538944,2621440,2621440,2621440,2621440,183.2959949970245,146.43199741840365,160.60799360275269,150.52799880504608,253.9519965648651,155.4879993200302,148.3200043439865,156.67200088500977,190.2592003345489,187.1552020311356,186.77760064601893,191.4880007505417,193.9455986022949,201.1135965585709,190.6432032585144,188.2111996412277,20.9087997674942,21.08799964189529,19.44959983229637,19.487999752163887,21.503999829292297,20.262399315834045,18.905599787831303,20.454399660229683,1053696,1053696,1053696,1053696,1053696,1053696,1053696,1053696,5120,5120,5120,5120,5120,5120,5120,5120,baseline_nvml_pt,nvidia-smi,ok,True,0.0,39.0,1695.0,7601.0,60.86,0.1945680007338523,167.5439453125,167.5439453125,3.375,87.45701149132402,56.3256782265535,77.31191870339008,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,0.25,39.0,1695.0,7601.0,62.05,0.1955840028822421,239.203125,239.203125,1.0048828125,74.17821854903177,82.02278181547648,76.09344416432631,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,5.5,39.0,1695.0,7701.0,61.9975,0.2155039981007576,239.203125,239.203125,1.0048828125,61.69624240631564,96.9194562645286,69.57921517881371,estimated,,baseline_nvml_pt,nvidia-smi,partial,True,0.0,39.0,1695.0,7601.0,62.35,,,,,65.0,65.0,65.0,estimated,,3.0209162727524177,measured
ran_dgxspark_v1,ran-dgxspark-v1,envelope_v1,facebook/opt-2.7b,256,1024,5303193600,15170115993,852.7359962463379,5242880,5242880,659.4560146331787,553.6512017250061,95.02719938755035,325.0006437301636,9856436633,9782895001,29855,654.9012451171875,36.84331607818604,75.70399284362793,dfd15436012d53c39763689b0997a2491665034328d6e36a5856c6570bae3606,success,8|16|24|32,8|16|24|32|40|48,28378,24205,221.18400037288663,217.0879989862442,220.15999257564545,213.18399906158447,5242880,5242880,5242880,5242880,5242880,5242880,5242880,5242880,175.07199943065643,154.4640064239502,196.60800695419312,164.86400365829468,269.3119943141937,178.17600071430206,147.45600521564484,152.5759994983673,125.13280063867568,125.70240050554276,126.95680409669876,138.41280043125153,164.8768052458763,133.9008003473282,125.10720193386078,129.84319925308228,19.673599675297737,20.51199972629547,19.871999695897102,23.75679984688759,21.73439972102642,21.14559970796108,20.057599619030952,20.447999611496925,136192,136192,136192,136192,136192,136192,136192,136192,5120,5120,5120,5120,5120,5120,5120,5120,baseline_nvml_pt,nvidia-smi,ok,True,1.0,39.0,1695.0,7601.0,61.35750000000001,0.2179039977490901,176.0439453125,176.0439453125,5.0,92.4184137895888,52.77584778319186,80.88989837923761,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,2.0,39.0,1695.0,7601.0,61.55749999999999,0.1727520041167735,169.203125,169.203125,0.1298828125,68.82943112941906,66.77580636309528,67.51172208216315,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,3.75,39.0,1695.0,7601.0,61.697500000000005,0.1983920037746429,169.203125,169.203125,0.1298828125,66.17872721894689,73.19179830205846,64.20140505960458,estimated,,baseline_nvml_pt,nvidia-smi,partial,True,0.0,39.0,1695.0,7601.0,62.67999999999999,,,,,65.0,65.0,65.0,estimated,,1.6996062215193857,measured
ran_dgxspark_v1,ran-dgxspark-v1,envelope_v1,facebook/opt-2.7b,256,2048,5303193600,15170115993,852.7359962463379,5242880,5242880,786.1760258674624,559.6672058105469,92.41599887609482,325.0006437301636,9856436633,9782763929,29854,654.9012451171875,39.41990375518799,126.11436796188354,dfd15436012d53c39763689b0997a2491665034328d6e36a5856c6570bae3606,success,8|16|24|32,8|16|24|32|40|48,28378,24205,221.18400037288663,217.0879989862442,220.15999257564545,213.18399906158447,5242880,5242880,5242880,5242880,5242880,5242880,5242880,5242880,158.81599485874176,151.5520066022873,169.98399794101715,180.03199994564056,159.743994474411,157.6319932937622,150.52799880504608,196.5440064668656,129.25439924001694,125.93920081853868,125.13920217752457,128.57599705457687,128.21119874715805,133.76639783382416,131.67359679937363,139.91680145263672,20.43519988656044,20.24959959089756,20.454399660229683,23.103999719023705,20.262399315834045,20.01280002295971,22.11839966475964,21.88799977302552,267264,267264,267264,267264,267264,267264,267264,267264,5120,5120,5120,5120,5120,5120,5120,5120,baseline_nvml_pt,nvidia-smi,ok,True,1.0,39.0,1695.0,7601.0,61.35750000000001,0.2179039977490901,176.0439453125,176.0439453125,5.0,92.4184137895888,52.77584778319186,80.88989837923761,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,2.0,39.0,1695.0,7601.0,62.0225,0.1650959998369216,178.453125,178.453125,0.2548828125,70.96486026928996,72.22688151388901,70.60896277621754,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,3.5,39.0,1695.0,7701.0,61.85000000000001,0.1661119982600211,178.453125,178.453125,0.2548828125,64.68456561473647,81.78851762288184,66.21567509934097,estimated,,baseline_nvml_pt,nvidia-smi,partial,True,0.0,39.0,1695.0,7601.0,62.67999999999999,,,,,65.0,65.0,65.0,estimated,,1.6996062215193857,measured
